-5	-5	0	0
-5	-4.96667	0	0
-5	-4.93333	0	0
-5	-4.9	0	0
-5	-4.86667	0	0
-5	-4.83333	0	0
-5	-4.8	0	0
-5	-4.76667	0	0
-5	-4.73333	0	0
-5	-4.7	0	0
-5	-4.66667	0	0
-5	-4.63333	0	0
-5	-4.6	0	0
-5	-4.56667	0	0
-5	-4.53333	0	0
-5	-4.5	0	0
-5	-4.46667	0	0
-5	-4.43333	0	0
-5	-4.4	0	0
-5	-4.36667	0	0
-5	-4.33333	0	0
-5	-4.3	0	0
-5	-4.26667	0	0
-5	-4.23333	0	0
-5	-4.2	0	0
-5	-4.16667	0	0
-5	-4.13333	0	0
-5	-4.1	0	0
-5	-4.06667	0	0
-5	-4.03333	0	0
-5	-4	0	0
-5	-3.96667	0	0
-5	-3.93333	0	0
-5	-3.9	0	0
-5	-3.86667	0	0
-5	-3.83333	0	0
-5	-3.8	0	0
-5	-3.76667	0	0
-5	-3.73333	0	0
-5	-3.7	0	0
-5	-3.66667	0	0
-5	-3.63333	0	0
-5	-3.6	0	0
-5	-3.56667	0	0
-5	-3.53333	0	0
-5	-3.5	0	0
-5	-3.46667	0	0
-5	-3.43333	0	0
-5	-3.4	0	0
-5	-3.36667	0	0
-5	-3.33333	0	0
-5	-3.3	0	0
-5	-3.26667	0	0
-5	-3.23333	0	0
-5	-3.2	0	0
-5	-3.16667	0	0
-5	-3.13333	0	0
-5	-3.1	0	0
-5	-3.06667	0	0
-5	-3.03333	0	0
-5	-3	0	-1.17708
-5	-2.96667	-0.0259711	-2.31543
-5	-2.93333	-0.0161053	-2.28138
-5	-2.9	-0.012054	-2.30579
-5	-2.86667	-0.0198277	-2.3128
-5	-2.83333	-0.0192986	-2.30286
-5	-2.8	-0.000440835	-2.3287
-5	-2.76667	-0.0071242	-2.34745
-5	-2.73333	0.0016796	-2.34235
-5	-2.7	-0.00217729	-2.33435
-5	-2.66667	0.0125947	-2.30998
-5	-2.63333	0.0131873	-2.27597
-5	-2.6	0.00417918	-2.25843
-5	-2.56667	0.00195158	-2.2744
-5	-2.53333	0.000518687	-2.29078
-5	-2.5	0.00555483	-2.29701
-5	-2.46667	0.0102188	-2.3046
-5	-2.43333	-0.00462101	-2.29277
-5	-2.4	-0.00799357	-2.29424
-5	-2.36667	-0.00856404	-2.31088
-5	-2.33333	-0.017614	-2.28749
-5	-2.3	-0.0118761	-2.24356
-5	-2.26667	-0.0146437	-2.21056
-5	-2.23333	-0.00857994	-2.1951
-5	-2.2	-0.00630088	-2.20609
-5	-2.16667	-0.0113245	-2.20974
-5	-2.13333	-0.00869785	-2.2031
-5	-2.1	-0.0173051	-2.19128
-5	-2.06667	-0.0170012	-2.17829
-5	-2.03333	-0.0161311	-2.172
-5	-2	-0.014958	-2.15535
-5	-1.96667	-0.00778458	-2.13377
-5	-1.93333	-0.0174589	-2.11557
-5	-1.9	-0.0158885	-2.10712
-5	-1.86667	-0.00940507	-2.07498
-5	-1.83333	-0.0114374	-2.04358
-5	-1.8	-0.0145302	-2.04644
-5	-1.76667	-0.021241	-2.05797
-5	-1.73333	-0.021532	-2.06207
-5	-1.7	-0.0238515	-2.03506
-5	-1.66667	-0.0216963	-1.98569
-5	-1.63333	-0.0242419	-1.96886
-5	-1.6	-0.0216887	-1.98153
-5	-1.56667	-0.0202739	-1.95662
-5	-1.53333	-0.0115826	-1.91669
-5	-1.5	-0.0171894	-1.89747
-5	-1.46667	-0.0148384	-1.88118
-5	-1.43333	-0.0239816	-1.86406
-5	-1.4	-0.0215096	-1.846
-5	-1.36667	-0.0219168	-1.81262
-5	-1.33333	-0.0187652	-1.77672
-5	-1.3	-0.0282215	-1.75703
-5	-1.26667	-0.0313304	-1.73343
-5	-1.23333	-0.0267878	-1.7068
-5	-1.2	-0.0204116	-1.68111
-5	-1.16667	-0.0298691	-1.64203
-5	-1.13333	-0.0311493	-1.61168
-5	-1.1	-0.0360768	-1.58981
-5	-1.06667	-0.0393103	-1.54427
-5	-1.03333	-0.0397193	-1.50627
-5	-1	-0.0369683	-1.47889
-5	-0.966667	-0.0394286	-1.44056
-5	-0.933333	-0.0405543	-1.40384
-5	-0.9	-0.0417343	-1.36288
-5	-0.866667	-0.032004	-1.31376
-5	-0.833333	-0.0363821	-1.27135
-5	-0.8	-0.0449952	-1.24094
-5	-0.766667	-0.0469288	-1.204
-5	-0.733333	-0.0485413	-1.16344
-5	-0.7	-0.0396877	-1.1222
-5	-0.666667	-0.0446479	-1.07059
-5	-0.633333	-0.0486094	-1.02492
-5	-0.6	-0.0502185	-0.983818
-5	-0.566667	-0.0499272	-0.933168
-5	-0.533333	-0.0471919	-0.879942
-5	-0.5	-0.048197	-0.820412
-5	-0.466667	-0.0474261	-0.765406
-5	-0.433333	-0.0507566	-0.715275
-5	-0.4	-0.0499632	-0.65977
-5	-0.366667	-0.052987	-0.612104
-5	-0.333333	-0.0540276	-0.563084
-5	-0.3	-0.0527983	-0.506117
-5	-0.266667	-0.0552242	-0.449455
-5	-0.233333	-0.0565718	-0.394314
-5	-0.2	-0.0577734	-0.335447
-5	-0.166667	-0.0578254	-0.278502
-5	-0.133333	-0.0591894	-0.223277
-5	-0.1	-0.0551619	-0.165283
-5	-0.0666667	-0.0565374	-0.113847
-5	-0.0333333	-0.0557509	-0.0669546
-5	0	-0.0571056	-0.0157995
-5	0.0333333	-0.0603186	0.0439942
-5	0.0666667	-0.0608233	0.113283
-5	0.1	-0.058838	0.182575
-5	0.133333	-0.0545877	0.236087
-5	0.166667	-0.0564171	0.284941
-5	0.2	-0.0538909	0.346635
-5	0.233333	-0.0573794	0.406625
-5	0.266667	-0.0535879	0.454156
-5	0.3	-0.0507618	0.496787
-5	0.333333	-0.055681	0.547422
